mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,spectral_centroid,spectral_bandwidth,spectral_rolloff,zero_crossing_rate,rms_energy,spectral_contrast,instrument,filename
-313.696289,153.275513,-47.326065,55.878193,4.138928,0.241893,-14.023876,-9.307065,-3.526165,-14.890621,-17.731920,-12.564213,-3.960904,1376.299177,1353.536996,2519.219126,0.094591,0.035553,24.516912,cello,106__[cel][nod][cla]0028__2.wav
-317.604553,156.541702,-48.770756,52.440880,4.431623,3.953776,-10.647120,-10.414669,-10.191887,-12.126868,-15.023050,-5.655308,0.300002,1330.086002,1379.279405,2485.097281,0.086636,0.029189,25.413593,cello,106__[cel][nod][cla]0028__3.wav
-301.143524,146.922928,-15.668015,19.570763,2.752990,-3.057641,-21.934202,-0.269922,-8.426055,-5.211572,-14.050653,-4.564868,-9.225712,1317.708591,1683.560354,2413.126690,0.058316,0.026138,23.490778,cello,114__[cel][nod][cla]0049__1.wav
-283.932526,134.173294,-14.327065,18.771868,4.706052,1.020627,-18.322580,1.428183,-5.722359,-0.970922,-14.553249,-4.630383,-12.323490,1508.241860,1835.142526,2798.488206,0.073066,0.026715,23.844145,cello,114__[cel][nod][cla]0049__2.wav
-390.285461,142.204056,-23.177029,21.610735,4.645802,-2.536493,-18.667873,6.491737,8.122758,-3.256041,-11.569029,-2.789020,-10.801712,1079.251449,1503.168509,2001.925331,0.036501,0.020562,26.907691,cello,115__[cel][nod][cla]0055__1.wav
-397.399994,178.461868,-7.933882,18.032719,25.307791,4.168973,-13.827443,3.755079,2.659712,-1.507911,-4.802670,1.612930,-8.072924,737.633266,1252.050999,1306.899790,0.027648,0.026583,25.572492,cello,115__[cel][nod][cla]0055__2.wav
-448.995422,137.773209,-5.301766,19.193441,11.236662,7.739030,-4.889662,0.745597,-5.219164,1.059725,-2.632290,-1.815616,-8.217978,1309.816185,1825.220185,2343.060960,0.055142,0.006764,23.328411,cello,117__[cel][nod][cla]0050__1.wav
-492.914215,138.079086,12.613028,18.605606,14.075956,4.644448,-7.747503,5.589379,8.581903,5.626703,-5.598951,-3.872800,-9.522438,1134.474369,1861.400017,2057.580379,0.032474,0.007657,23.323121,cello,117__[cel][nod][cla]0050__2.wav
-418.486298,156.537476,-5.646733,19.959612,5.628260,-4.719019,-11.841778,1.064228,2.494410,-0.852198,-4.245821,-1.318634,-8.299339,1009.215615,1458.849520,1672.632963,0.043123,0.017589,24.182180,cello,117__[cel][nod][cla]0050__3.wav
-198.753571,89.990700,-11.904303,26.252104,4.054276,1.853043,-7.905770,7.786232,0.589404,16.603260,15.638970,16.941038,-8.703493,2125.244212,2261.292592,4206.014310,0.105694,0.060770,25.204544,cello,119__[cel][nod][cla]0057__1.wav
-189.476837,107.979866,-13.101969,19.273853,7.500973,2.307896,-3.256170,7.375935,3.987228,19.807140,9.473103,11.753741,-16.436905,1902.394662,2085.535341,3539.727314,0.101149,0.076295,25.547896,cello,119__[cel][nod][cla]0057__2.wav
-189.188522,84.003769,-41.096004,10.181454,-5.838689,-6.300051,-15.450584,-6.145755,-6.890211,14.339557,1.795620,-0.349237,-16.206347,2215.995284,2085.283733,3992.007399,0.115648,0.061156,24.728577,cello,119__[cel][nod][cla]0057__3.wav
-326.791870,129.447418,-49.725471,69.761612,12.119968,-0.916660,-9.454590,-0.364994,-6.062979,-4.327513,-3.495185,-8.631842,-11.687160,1606.017369,1557.877588,2992.701134,0.099335,0.020893,24.476273,cello,120__[cel][nod][cla]0030__1.wav
-303.743744,143.507477,-50.447395,68.384628,6.974788,-8.802105,-12.183665,-0.701320,-3.977483,-7.477929,-6.147104,-5.444024,-4.005630,1412.618233,1460.721485,2847.683293,0.074192,0.030922,24.967526,cello,120__[cel][nod][cla]0030__2.wav
-328.728668,141.972992,-47.238838,58.672337,16.542551,-1.071114,-10.939048,4.053258,-2.741120,-3.996640,-5.753649,-9.012154,-11.116186,1349.339621,1494.612817,2676.659968,0.062203,0.024928,24.273338,cello,120__[cel][nod][cla]0030__3.wav
-266.543884,128.282516,-33.589890,17.587263,-2.746455,-2.121918,-19.914137,-10.262444,-9.255448,-0.688199,-5.554872,-7.478065,-3.673805,1524.232522,1671.893520,2644.608624,0.091511,0.033058,26.342726,cello,125__[cel][nod][cla]0046__2.wav
-239.047241,88.911377,-24.421116,22.209543,0.279185,-3.788723,-13.509341,-4.825730,-2.674186,-0.297684,-15.216084,-9.298977,-6.612678,1979.662246,2077.686976,3760.194186,0.098967,0.042854,26.693190,cello,125__[cel][nod][cla]0046__3.wav
-279.846405,141.491623,-17.724398,18.389713,-0.204685,-2.157186,-19.566109,-5.669511,-8.034177,-2.765131,-10.149068,-7.204468,-13.141844,1319.646347,1632.280692,2470.852239,0.060430,0.048494,25.451957,cello,127__[cel][nod][cla]0047__1.wav
-294.423065,89.746017,-26.828257,-8.019490,-12.562043,-4.371255,-22.724924,-9.238244,-21.112717,0.792224,0.058906,25.117094,16.534220,2059.226548,2110.400135,3812.702073,0.092251,0.030052,26.274207,cello,127__[cel][nod][cla]0047__2.wav
-343.643158,153.127350,-19.364889,21.628174,10.689100,-1.756144,-15.669916,1.216840,1.075624,-2.395578,-6.398625,-1.787707,-12.807042,1068.419289,1485.271045,1996.459210,0.038777,0.027994,24.210663,cello,127__[cel][nod][cla]0047__3.wav
-338.340271,142.220734,-9.192750,19.742958,15.197879,3.148832,-8.793172,2.322681,-8.676604,-9.440167,-2.580513,14.458147,-2.866100,1528.369943,1813.932207,2719.312275,0.110554,0.015516,25.861064,cello,130__[cel][nod][cla]0040__1.wav
-327.815674,132.779938,-14.001474,9.669349,12.127932,4.526747,-6.936037,-6.279978,-9.737558,1.405524,-2.849751,7.273331,-4.051801,1637.946417,1838.582618,2885.946139,0.114235,0.017484,27.147861,cello,130__[cel][nod][cla]0040__2.wav
-340.033417,144.440979,-22.294512,7.285750,11.906219,0.782460,-5.949038,-3.720163,-4.400874,6.673551,-8.305486,-7.495216,-17.926470,1620.979563,1796.637750,2883.461538,0.110746,0.015955,26.867020,cello,130__[cel][nod][cla]0040__3.wav
-272.839722,114.578346,-9.321254,19.686504,4.393211,4.841412,-10.410913,-0.556061,-10.663721,12.283442,6.619020,6.230135,-11.682348,1700.155733,1928.485392,3018.458158,0.093419,0.031153,26.638079,cello,132__[cel][nod][cla]0048__1.wav
-278.026550,112.052116,-0.570217,29.393122,7.771844,-1.760848,-27.036367,-1.199446,-7.332381,5.601832,9.887270,13.092920,-2.484129,1536.534033,1908.177313,2746.311599,0.069712,0.040044,27.965673,cello,132__[cel][nod][cla]0048__2.wav
-434.350555,129.672882,11.411325,37.846779,10.176797,12.634998,9.010976,5.029463,6.796476,-1.722579,-11.497759,-13.114065,-11.972656,1074.828119,1746.863413,1915.875338,0.036955,0.017158,24.539110,cello,[cel][jaz_blu]0009__1.wav
-458.559662,123.130226,16.887629,34.006676,7.944599,12.724060,10.828019,7.963975,7.428729,-0.406390,-6.437968,-7.956265,-7.905728,1231.933809,1951.051184,2414.368990,0.041699,0.011693,23.361523,cello,[cel][jaz_blu]0009__2.wav
-476.778351,114.753883,17.965527,32.660645,9.268130,14.139437,8.636261,6.457013,6.237520,-1.353939,-8.498787,-8.750766,-7.745437,1372.135366,2131.763396,2939.861967,0.039581,0.007861,23.424964,cello,[cel][jaz_blu]0009__3.wav
-101.110229,99.875443,-9.976135,35.918285,3.630610,15.687543,2.098297,1.990574,-0.769823,-8.810923,-15.236903,5.382755,-9.923156,1766.071535,2191.779899,3934.695951,0.065693,0.162521,26.340416,cello,[cel][jaz_blu]0011__1.wav
-114.102791,102.665283,-2.830156,39.859901,16.103125,13.384789,2.570483,4.421106,2.683002,-5.471834,-18.301342,-2.460476,-6.660419,1674.805673,2195.370166,3660.147611,0.062376,0.160615,26.846732,cello,[cel][jaz_blu]0011__2.wav
-316.036896,97.111794,3.159217,37.529636,32.350780,16.776255,-7.187205,12.670449,0.124744,3.882360,6.169648,2.444687,-15.681877,1636.744327,2207.411513,3429.162598,0.063503,0.035000,25.265084,cello,[cel][jaz_blu]0012__1.wav
-245.641602,103.085739,-6.551953,32.160332,28.405525,11.872681,-14.102469,6.858550,2.985467,10.607416,7.680750,4.959507,-10.714612,1681.853536,2170.042133,3350.483586,0.067349,0.050268,25.075572,cello,[cel][jaz_blu]0012__2.wav
-129.617310,57.231670,-34.747272,34.062611,-10.398098,2.761567,-5.182445,1.156955,-4.953556,-0.236348,-17.920790,4.998906,9.887054,2911.409164,2270.056296,5268.015325,0.187898,0.061154,22.743623,cello,[cel][jaz_blu]0013__2.wav
-132.381393,55.868370,-19.075230,31.886587,-2.582423,4.217396,0.408301,6.176073,-2.472560,0.790308,-10.942963,4.890951,8.003183,2974.250036,2540.644182,5793.508301,0.161677,0.063561,22.632007,cello,[cel][jaz_blu]0013__3.wav
-290.532166,128.025513,11.440292,35.605442,1.876733,17.696260,3.150877,1.955807,5.087969,7.178535,-1.388916,-0.224267,-0.200652,1237.745547,1938.772021,2648.915264,0.029383,0.044963,23.083910,cello,[cel][jaz_blu]0061__1.wav
-41.426254,95.195045,12.353388,27.188023,8.393516,16.647373,3.339808,6.928698,9.144938,3.718789,-3.943412,1.082441,-1.799795,2090.861726,2611.839854,4969.532001,0.067270,0.241732,22.144433,cello,[cel][jaz_blu]0066__1.wav
-39.292984,84.753647,15.311876,27.893435,7.140195,16.323614,1.489845,6.469064,7.361232,5.180499,-3.107819,1.286666,-4.445499,2270.528659,2683.286269,5357.792218,0.087928,0.242413,23.638429,cello,[cel][jaz_blu]0066__2.wav
-265.620605,129.612732,-9.690115,43.305874,6.395342,23.807524,8.665095,11.033945,1.997027,-2.757195,-11.669465,-3.421087,-1.073139,1187.906273,1555.141553,2293.534593,0.058932,0.079993,26.916487,cello,[cel][jaz_blu]0067__1.wav
-258.434387,137.622955,-4.219979,49.458488,6.599448,24.400724,7.713559,9.827971,0.746206,-1.468870,-7.165755,-4.481307,-0.759301,1034.525261,1453.270040,1911.237417,0.043791,0.099776,27.705836,cello,[cel][jaz_blu]0067__2.wav
-222.103577,130.510345,-6.996609,42.548508,3.862756,23.757963,3.439619,6.688293,-22.212631,-14.045918,-9.793544,15.456336,10.965347,1343.574510,1639.398252,2649.329364,0.072803,0.114003,29.550537,cello,[cel][jaz_blu]0067__3.wav
-41.373909,104.695557,-21.663019,57.569298,9.608665,17.515797,5.420217,13.193266,3.200318,6.899010,-1.262428,1.069427,-10.838445,1835.464269,2086.115494,3930.140850,0.071732,0.240808,21.867719,cello,[cel][jaz_blu]0085__1.wav
-25.873140,84.847137,-7.265997,58.327286,5.406402,14.897510,5.547911,16.106159,0.430638,5.636633,-6.912397,3.119725,-7.528704,2161.180646,2357.238804,4643.303974,0.085825,0.252840,21.714419,cello,[cel][jaz_blu]0085__2.wav
-20.507092,80.306923,-1.951187,55.820724,5.968842,16.142303,2.918541,13.787761,0.725807,6.197733,-5.696781,2.234906,-5.831719,2271.382189,2456.442634,4952.802359,0.090448,0.251984,21.711811,cello,[cel][jaz_blu]0085__3.wav
-9.076801,110.546577,-2.417211,28.559153,1.707108,12.781552,-3.401159,6.493072,0.880586,7.519430,0.377382,2.664565,-9.075088,1925.024192,2298.178374,4293.555063,0.065047,0.339111,22.290602,cello,[cel][jaz_blu]0086__1.wav
-15.030318,99.347244,-7.257759,18.418736,1.120149,17.327433,-0.823258,9.254131,0.591976,2.502748,-2.755450,2.575895,-8.173907,2175.989769,2433.887603,4812.670898,0.082771,0.273662,22.330528,cello,[cel][jaz_blu]0086__2.wav
-110.035759,98.654579,-55.048161,11.446689,18.252136,3.587118,-6.563151,10.020874,12.078779,8.027575,-5.108492,-3.849416,-15.156256,2003.035238,1826.902060,3124.384953,0.139085,0.139545,26.938671,cello,[cel][pop_roc]0006__1.wav
-104.799797,118.980797,-49.149258,16.374727,20.713810,-1.571797,-2.739665,-0.953820,-0.537092,6.770472,-11.110435,-8.233333,-10.385541,1730.051960,1740.230522,2896.464280,0.116038,0.133019,26.295470,cello,[cel][pop_roc]0006__3.wav
-261.373810,181.062805,-8.679042,21.547934,19.307755,13.924309,-4.846725,-4.936080,-7.709099,-3.362416,-1.418407,-4.828787,-4.901672,684.461177,1148.852176,1210.000376,0.024632,0.116302,27.781145,cello,[cel][pop_roc]0010__1.wav
-328.307617,195.427505,2.305526,9.878726,20.193333,11.134417,-0.635011,7.841962,3.198479,3.760439,12.684134,3.216302,-6.035363,613.877100,1084.693821,991.935284,0.023663,0.082688,25.622064,cello,[cel][pop_roc]0010__2.wav
-271.458496,188.305267,-39.627171,18.061108,-8.390377,-22.564903,-16.173531,2.079391,-2.750380,-6.201698,-18.432476,-17.572952,-15.876882,958.152848,1103.840894,1687.374925,0.054398,0.060606,26.676026,cello,[cel][pop_roc]0014__1.wav
-258.487305,184.410400,-36.214642,19.640167,-5.484133,-23.995268,-20.597538,-2.678936,-3.829700,-8.579576,-16.727592,-10.656727,-10.391213,938.418859,1110.517153,1730.855431,0.048573,0.076892,26.755086,cello,[cel][pop_roc]0014__2.wav
-221.780731,178.596191,-37.164967,20.815767,-8.758541,-18.978922,-13.571225,-4.219894,-11.035510,-10.813624,-16.832047,-10.467875,-15.250504,968.682111,1180.083200,1795.123761,0.046158,0.097774,26.497473,cello,[cel][pop_roc]0014__3.wav
-82.139290,118.895355,-26.652126,17.280235,17.301779,15.786493,-2.035748,11.229804,-3.856307,5.966740,-7.760585,0.047937,-6.723469,1634.646498,1915.386077,3048.439002,0.082429,0.176831,26.468115,cello,[cel][pop_roc]0016__1.wav
-234.712784,229.346008,17.869545,-29.873779,13.527415,8.604376,-17.967762,-13.340118,-8.039122,-13.441921,-9.098954,-1.907208,-4.355102,620.428078,481.641002,1089.994178,0.043427,0.268798,25.679457,electric_guitar,005__[gel][nod][jaz_blu]0822__1.wav
-219.637894,232.227707,-1.718630,-32.369450,17.834583,0.170092,-21.372993,-7.850080,-9.188559,-19.572002,-10.845654,-0.644342,-2.257990,668.092479,526.793972,1108.628681,0.046856,0.266833,25.079544,electric_guitar,005__[gel][nod][jaz_blu]0822__3.wav
-3.863123,88.675201,-9.333719,33.414879,-3.523716,4.397102,-4.157811,2.046806,-1.834968,4.084125,0.051085,2.852431,-3.610800,2385.314112,2424.729000,4999.015925,0.115610,0.251024,22.531459,electric_guitar,014__[gel][---][pop_roc]0978__1.wav
32.842587,87.030502,-27.864862,31.604342,0.464320,15.236993,7.634316,6.886643,2.167824,5.281446,3.085409,7.992463,-1.855542,2471.958182,2338.530374,4961.415640,0.126747,0.280864,20.915852,electric_guitar,014__[gel][---][pop_roc]0978__2.wav
-449.412567,150.979813,68.813446,35.984142,29.357607,13.265588,-3.466165,-8.490450,-9.674896,-11.967819,-14.805424,-17.046009,-17.850548,407.590342,890.073445,373.849534,0.020688,0.045198,23.710127,electric_guitar,056__[gel][nod][jaz_blu]0794__1.wav
-417.337891,180.354904,73.021027,29.730093,20.351156,4.709166,-7.483759,-8.870812,-8.260387,-9.289226,-13.312471,-16.600996,-16.494898,366.144721,715.870698,401.428598,0.019685,0.075837,24.417373,electric_guitar,056__[gel][nod][jaz_blu]0794__2.wav
-442.676453,177.467728,48.991695,26.681747,30.899456,11.011539,-4.781738,-11.541624,-12.586736,-10.134721,-11.781915,-15.775096,-16.573378,411.639268,831.855248,412.609300,0.020549,0.055392,24.843785,electric_guitar,056__[gel][nod][jaz_blu]0794__3.wav
-241.820877,169.019211,-14.241302,38.479721,8.109881,3.550038,-6.541831,-1.810256,-0.043954,3.430965,1.270383,6.476110,-3.370398,981.229839,1360.238358,1919.767879,0.042071,0.094214,23.458421,electric_guitar,074__[gel][nod][jaz_blu]0792__1.wav
-210.534103,181.224792,-26.755938,36.241768,-3.693486,-1.212354,-7.283922,-6.980918,-6.154774,-1.246190,-12.862754,1.427936,-1.658757,1060.166800,1260.835842,2016.501653,0.057320,0.105500,24.917174,electric_guitar,074__[gel][nod][jaz_blu]0792__2.wav
-220.879181,175.606018,-25.001673,36.180126,2.037472,-4.782884,-5.662635,-4.176337,-3.554459,-2.579592,-5.554551,-0.226109,-8.156633,1026.134838,1256.468662,2006.231971,0.052441,0.108453,25.238557,electric_guitar,074__[gel][nod][jaz_blu]0792__3.wav
-155.693420,91.738281,38.685734,27.036547,4.688779,15.613526,-3.694981,8.572487,6.202111,6.603996,-1.550818,2.818316,-1.109120,1961.808791,2692.657915,5114.135742,0.053936,0.134633,25.512434,electric_guitar,075__[gel][nod][cou_fol]0752__1.wav
-168.908600,99.483871,28.657797,28.228140,6.105315,12.643256,-2.344722,9.619906,-1.565162,-0.476335,-2.237365,0.965889,-3.265043,1802.862547,2513.413226,4440.891864,0.056412,0.119124,25.720665,electric_guitar,075__[gel][nod][cou_fol]0752__2.wav
-114.304298,83.371201,-3.370079,39.510986,19.112593,1.642752,2.477862,7.376338,1.102800,-0.461344,-1.547131,8.894886,1.353183,2239.527254,2571.353452,4948.330078,0.078226,0.153004,25.982625,electric_guitar,088__[gel][nod][cou_fol]0755__1.wav
-118.462257,90.217445,3.418555,38.371918,18.683399,2.514211,4.868018,6.827459,1.852040,0.671057,-2.486188,-1.568188,-7.067669,2102.420427,2590.175180,4854.660645,0.058894,0.157816,25.322277,electric_guitar,088__[gel][nod][cou_fol]0755__2.wav
-118.054375,87.851746,1.658138,38.560230,21.106066,-0.135186,3.415904,6.775017,-1.387554,-0.461590,-1.774683,-1.482784,-7.838326,2168.089461,2638.865124,4965.473821,0.057948,0.158459,24.758525,electric_guitar,088__[gel][nod][cou_fol]0755__3.wav
-104.771523,106.529091,3.291048,18.153267,2.340522,2.273469,-7.869256,4.588749,0.192887,0.118043,-3.862596,1.066357,-1.561171,2010.328217,2402.527001,4382.172476,0.087252,0.128167,22.071384,electric_guitar,163__[gel][nod][jaz_blu]0776__1.wav
-105.408417,106.030647,2.700998,18.901899,1.391800,-0.053750,-8.755599,4.234697,-2.510719,-2.019984,-4.734452,-0.379270,-2.182139,1967.712611,2374.478381,4240.053335,0.079488,0.138819,21.761430,electric_guitar,163__[gel][nod][jaz_blu]0776__2.wav
-101.370804,103.791389,2.761706,16.092699,0.680756,-3.200359,-10.785793,2.667626,2.236302,4.625502,-0.309163,1.214556,-1.335668,2059.393623,2439.458429,4475.179349,0.081449,0.135921,21.781850,electric_guitar,163__[gel][nod][jaz_blu]0776__3.wav
-217.505981,148.609818,53.699829,34.081326,15.900065,8.820601,-3.802735,-2.700031,-7.803437,-4.208200,-10.063980,-7.669236,-10.988818,884.954843,1685.545639,1258.367263,0.030773,0.194144,23.025584,electric_guitar,177__[gel][nod][jaz_blu]0803__1.wav
-216.701767,158.845047,45.873947,29.838726,12.965533,2.430914,-4.080932,-1.590752,-12.389664,-5.592915,-9.773992,-6.840075,-6.471775,868.475832,1536.644574,1317.500751,0.034604,0.192535,23.740508,electric_guitar,177__[gel][nod][jaz_blu]0803__2.wav
-216.872986,158.518387,49.083595,32.333469,14.631648,6.687116,-1.716035,-2.865860,-11.345579,-6.574569,-9.087820,-4.048145,-5.827195,801.200008,1507.468760,1196.335074,0.028418,0.223609,22.733195,electric_guitar,177__[gel][nod][jaz_blu]0803__3(1).wav
-216.872986,158.518387,49.083595,32.333469,14.631648,6.687116,-1.716035,-2.865860,-11.345579,-6.574569,-9.087820,-4.048145,-5.827195,801.200008,1507.468760,1196.335074,0.028418,0.223609,22.733195,electric_guitar,177__[gel][nod][jaz_blu]0803__3.wav
-381.348389,170.590164,64.999130,25.489483,23.897892,10.584924,-6.495611,-10.704300,-7.178039,-6.647431,-11.956258,-16.519896,-16.873056,385.478320,694.471286,441.347844,0.021101,0.085478,24.282822,electric_guitar,188__[gel][nod][jaz_blu]0795__1.wav
-345.255829,200.111954,24.914381,19.666103,25.430401,-3.050892,-11.819272,-12.070700,-11.817974,-6.576024,-7.502839,-14.229748,-19.099216,522.226325,733.027583,770.640212,0.027870,0.098051,25.908726,electric_guitar,188__[gel][nod][jaz_blu]0795__2.wav
-199.947372,111.940269,15.159578,36.945976,8.484129,25.892063,-5.664462,2.395768,-5.604990,-1.276032,-7.401269,3.575449,-8.825167,1631.990657,2215.459588,3776.426908,0.056408,0.077830,25.446453,electric_guitar,209__[gel][nod][cou_fol]0757__1.wav
-190.280746,109.287018,20.053541,36.387897,-2.625736,21.823238,-5.669426,2.417297,-12.344033,1.385213,-1.385970,1.582787,-6.140267,1786.946209,2309.198508,4269.868540,0.071150,0.073568,25.086770,electric_guitar,209__[gel][nod][cou_fol]0757__2.wav
-183.056671,104.930946,10.886776,32.603603,-3.692150,26.722946,-1.896810,-1.894938,-12.919418,8.732164,-2.521847,-8.343536,-7.149630,1905.787578,2346.858291,4521.061636,0.079515,0.071090,24.778243,electric_guitar,209__[gel][nod][cou_fol]0757__3(1).wav
-183.056671,104.930946,10.886776,32.603603,-3.692150,26.722946,-1.896810,-1.894938,-12.919418,8.732164,-2.521847,-8.343536,-7.149630,1905.787578,2346.858291,4521.061636,0.079515,0.071090,24.778243,electric_guitar,209__[gel][nod][cou_fol]0757__3.wav
-170.996994,118.849205,-128.720551,45.428547,-38.704178,-29.149719,1.522530,-8.270827,-21.937407,-3.069103,7.679560,-0.115807,8.584018,2240.120140,1143.404806,3357.109187,0.203486,0.167171,26.490190,electric_guitar,213__[gel][nod][jaz_blu]0790__2.wav
-198.388641,176.488739,-117.092430,12.486444,-11.783469,-25.708101,6.747610,-7.414578,-16.141796,-16.549080,3.267367,-0.153553,-4.676777,1543.667180,995.342938,2606.594238,0.123039,0.109708,23.823371,electric_guitar,213__[gel][nod][jaz_blu]0790__3.wav
-103.254578,111.623482,-13.037487,24.030094,-9.728089,-0.265762,-8.755598,-0.552465,-10.087241,-2.516523,-4.530900,0.142824,-8.645180,1908.843931,2118.411633,3922.852689,0.094366,0.122856,25.048253,electric_guitar,220__[gel][---][pop_roc]0942__1.wav
-97.829475,127.559769,-38.217415,36.996738,-6.465140,-1.928125,-2.661957,5.358243,-2.182945,-6.144768,-7.236154,0.410497,-5.192189,1655.258561,1696.577253,3143.599196,0.094475,0.146831,25.764653,electric_guitar,220__[gel][---][pop_roc]0942__2.wav
-278.180267,232.481766,17.779253,-4.083229,12.464094,-5.820671,-15.058033,-7.201054,-11.878011,-11.242842,-7.288245,-11.827329,-10.879670,547.241933,679.264552,860.168645,0.035479,0.158667,24.680580,electric_guitar,233__[gel][nod][jaz_blu]1124__1.wav
-291.025848,212.831055,10.788905,2.341165,10.998572,-2.034533,-3.901740,0.917504,-4.845005,-7.812191,-7.522266,-10.022845,-10.890038,636.715747,779.312301,907.790152,0.051288,0.133212,24.952237,electric_guitar,233__[gel][nod][jaz_blu]1124__2.wav
-291.020447,219.877243,0.920240,-3.639084,9.192381,2.290183,2.530599,1.585953,-9.870235,-10.328665,-2.374394,-4.319950,-5.376492,698.141100,775.150630,1043.366511,0.063315,0.128297,25.012363,electric_guitar,233__[gel][nod][jaz_blu]1124__3.wav
-285.082031,139.162170,67.359932,40.489258,13.977462,13.424023,5.595538,4.840987,-4.884503,1.145310,-3.885794,-2.192439,-11.963574,877.698165,1809.595723,1234.100999,0.024260,0.114058,22.846962,electric_guitar,235__[gel][nod][jaz_blu]0802__1.wav
-270.773071,146.408539,62.506744,41.168915,15.851807,14.343173,4.455091,4.028511,-4.734569,-0.166529,-3.721430,-2.014881,-11.044372,791.601635,1668.873600,1119.312462,0.022562,0.126790,22.554807,electric_guitar,235__[gel][nod][jaz_blu]0802__2.wav
-277.689972,148.579742,63.074032,39.886425,14.148618,10.275139,-0.907619,0.732623,-5.037735,0.517890,-3.642622,-2.948441,-11.363278,844.520516,1660.756401,1235.840219,0.028099,0.114739,22.865767,electric_guitar,235__[gel][nod][jaz_blu]0802__3.wav
-125.139397,78.008057,-41.375343,40.136414,10.847711,3.589300,1.504217,4.338841,-11.166703,-2.884413,0.092708,3.806273,-7.671701,2493.999314,2065.279756,4267.466759,0.175192,0.077006,22.396856,electric_guitar,245__[gel][nod][jaz_blu]0821__1.wav
-130.528900,82.440041,-46.822582,44.064514,12.509095,-0.051380,-3.162034,5.528452,-8.532071,-2.361270,1.245121,3.356139,-9.183391,2444.381242,1970.596251,4126.755559,0.178042,0.080510,21.856456,electric_guitar,245__[gel][nod][jaz_blu]0821__2.wav
-245.596771,127.385429,30.986023,21.548925,15.295876,10.432116,-8.247543,1.714218,-0.755670,4.684377,-2.401276,-4.035698,-4.619575,1344.702033,2177.404701,2737.284217,0.036974,0.058096,23.266223,electric_guitar,[gel][jaz_blu]0869__1.wav
-238.179810,133.938202,37.782768,19.180243,14.301279,9.049323,-11.657213,-2.241338,-4.178229,0.580234,-5.975658,-5.845065,-6.766040,1235.154675,2064.740647,2410.310810,0.036433,0.080059,23.479454,electric_guitar,[gel][jaz_blu]0869__2.wav
-230.291321,116.349281,36.367970,25.363331,13.686745,13.362729,-5.666825,-0.125921,-0.575808,3.115244,-1.851827,-2.482890,-5.243423,1581.356039,2417.156347,3792.825270,0.040895,0.063990,22.893938,electric_guitar,[gel][jaz_blu]0869__3(1).wav
-230.291321,116.349281,36.367970,25.363331,13.686745,13.362729,-5.666825,-0.125921,-0.575808,3.115244,-1.851827,-2.482890,-5.243423,1581.356039,2417.156347,3792.825270,0.040895,0.063990,22.893938,electric_guitar,[gel][jaz_blu]0869__3.wav
-34.324192,121.682495,-32.944996,48.435638,5.265904,-3.999297,2.735469,3.720911,0.898957,5.364931,-1.635264,3.493886,-9.835920,1810.354520,1886.576202,3472.808744,0.099245,0.220468,22.026204,electric_guitar,[gel][jaz_blu]0890__1.wav
-23.723791,111.911293,-18.483698,36.871975,9.693418,2.739337,-0.428014,6.097378,-2.379325,5.093743,-1.569987,5.288548,-3.550941,1880.664475,2133.730878,3775.433068,0.086347,0.234226,21.229503,electric_guitar,[gel][jaz_blu]0890__2.wav
-16.083113,112.345772,-27.388826,44.980309,5.909706,-2.611923,-4.206989,1.026230,-0.561967,6.980412,1.517504,6.624182,-3.285422,1922.877718,2023.987588,3722.925180,0.099192,0.236958,21.548414,electric_guitar,[gel][jaz_blu]0890__3.wav
-248.521759,134.195679,-23.797827,47.672596,31.563766,11.526900,-1.488334,6.603130,-0.576757,6.759262,2.177818,4.119633,2.225114,1345.523268,1639.857121,2601.045297,0.075563,0.068972,23.617369,electric_guitar,[gel][jaz_blu]0893__2.wav
-251.280319,141.556641,-15.370908,44.768398,38.922203,16.263575,2.448801,9.999380,0.861841,8.249459,-1.280218,-8.013557,-10.183869,1069.406961,1580.772252,2221.895282,0.039438,0.086851,23.369799,electric_guitar,[gel][jaz_blu]0893__3.wav
-205.018326,93.341599,59.683979,27.611553,0.455484,16.382835,-14.403398,-6.590401,-6.517231,7.383021,-5.410964,4.077932,-6.547408,1935.832584,2678.540629,5041.336952,0.054699,0.125090,24.402767,electric_guitar,[gel][jaz_blu]0905__1.wav
-194.456604,94.951218,55.593540,15.437531,1.559537,10.690976,-14.214633,-8.343019,-4.083153,11.420567,-1.501830,0.792651,-15.394614,1867.399313,2650.301839,4639.659893,0.055033,0.158572,25.391873,electric_guitar,[gel][jaz_blu]0905__3.wav
-57.117622,85.557854,-3.312546,16.780771,-1.886764,6.174690,-1.498457,5.295088,-7.182254,-0.263409,-1.928226,2.693099,-8.881073,2458.662293,2589.193795,5413.861366,0.113995,0.150635,22.884112,electric_guitar,[gel][jaz_blu]0907__1.wav
-54.230003,86.579628,-3.182931,18.312714,-2.450157,5.317477,-1.490332,6.555545,-1.809261,2.648797,-2.883924,2.901627,-3.629011,2468.927587,2601.032059,5432.495868,0.107215,0.141975,21.903852,electric_guitar,[gel][jaz_blu]0907__2.wav
